Title,Category,Authors,Date,PDF
Computing a Task-Dependent Grasp Metric Using Second Order Cone Programs,RO,"Amin Fakhari, Aditya Patankar, Jiayin Xie, Nilanjan Chakraborty","25 April, 2021",https://arxiv.org/pdf/2104.12156
Algebraic answer set programming,AI,Christian Antic,"25 April, 2021",https://arxiv.org/pdf/2104.12154
Case Study on Using Colours in Constructing Emotions by Interactive Digital Narratives,HC,"Kuldar Taveter, Eliise Marie Taveter","25 April, 2021",https://arxiv.org/pdf/2104.12149
Learning Latent Graph Dynamics for Deformable Object Manipulation,RO,"Xiao Ma, David Hsu, Wee Sun Lee","25 April, 2021",https://arxiv.org/pdf/2104.12147
Learning Aided Auctioning for Opportunistic Scheduling in a Wireless Optical Network,NI,"Atri Mukhopadhyay, Goutam Das","25 April, 2021",https://arxiv.org/pdf/2104.12146
3D Adversarial Attacks Beyond Point Cloud,CV,"Jinlai Zhang, Lyujie Chen, Binbin Liu, Bo Ouyang, Qizhi Xie, Jihong Zhu, Yanmei Meng","25 April, 2021",https://arxiv.org/pdf/2104.12141
"Coresets for <span class=""MathJax_Preview"">k</span><script type=""math/tex"">k</script>-median clustering under Fréchet and Hausdorff distances",CG,Abhinandan Nath,"25 April, 2021",https://arxiv.org/pdf/2104.12138
Learning to Address Intra-segment Misclassification in Retinal Imaging,CV,"Yukun Zhou, Moucheng Xu, Yipeng Hu, Hongxiang Lin, Joseph Jacob, Pearse Keane, Daniel Alexander","25 April, 2021",https://arxiv.org/pdf/2104.12137
Transformer Meets DCFAM: A Novel Semantic Segmentation Scheme for Fine-Resolution Remote Sensing Images,CV,"Libo Wang, Rui Li, Chenxi Duan, Shenghui Fang","25 April, 2021",https://arxiv.org/pdf/2104.12136
3D/2D regularized CNN feature hierarchy for Hyperspectral image classification,CV,"Muhammad Ahmad, Manuel Mazzara, Salvatore Distefano","25 April, 2021",https://arxiv.org/pdf/2104.12133
What About the Precedent: An Information-Theoretic Analysis of Common Law,CY,"Josef Valvoda, Tiago Pimentel, Niklas Stoehr, Ryan Cotterell, Simone Teufel","25 April, 2021",https://arxiv.org/pdf/2104.12131
"Exploring the links between software development task type, team attitudes and task completion performance: Insights from the Jazz repository",SE,"Sherlock A. Licorish, Stephen G. MacDonell","25 April, 2021",https://arxiv.org/pdf/2104.12128
Automatic Post-Editing for Translating Chinese Novels to Vietnamese,CL,"Thanh Vu, Dai Quoc Nguyen","25 April, 2021",https://arxiv.org/pdf/2104.12125
Development of a Soft Actor Critic Deep Reinforcement Learning Approach for Harnessing Energy Flexibility in a Large Office Building,LG,"Anjukan Kathirgamanathan, Eleni Mangina, Donal P. Finn","25 April, 2021",https://arxiv.org/pdf/2104.12124
On Measure Quantifiers in First-Order Arithmetic (Long Version),LO,"Melissa Antonelli, Ugo Dal Lago, Paolo Pistone","25 April, 2021",https://arxiv.org/pdf/2104.12123
Parallel mesh reconstruction streams for pose estimation of interacting hands,CV,"Uri Wollner, Guy Ben-Yosef","25 April, 2021",https://arxiv.org/pdf/2104.12121
Mutant Density: A Measure of Fault-Sensitive Complexity,SE,"Ali Parsai, Serge Demeyer","25 April, 2021",https://arxiv.org/pdf/2104.12116
Fair-Capacitated Clustering,LG,"Tai Le Quy, Arjun Roy, Gunnar Friege, Eirini Ntoutsi","28 April, 2021; <span class=""has-text-black-bis has-text-weight-semibold"">v1</span> submitted 25 April, 2021",https://arxiv.org/pdf/2104.12114
Open Intent Discovery through Unsupervised Semantic Clustering and Dependency Parsing,CL,"Pengfei Liu, Youzhang Ning, King Keung Wu, Kun Li, Helen Meng","25 April, 2021",https://arxiv.org/pdf/2104.12112
On the Comparison between Cyclic Sampling and Random Reshuffling,LG,"Xinmeng Huang, Kun Yuan, Xianghui Mao, Wotao Yin","25 April, 2021",https://arxiv.org/pdf/2104.12108
On the Achievable Sum-rate of the RIS-aided MIMO Broadcast Channel,IT,"Nemanja Stefan Perović, Le-Nam Tran, Marco Di Renzo, Mark F. Flanagan","25 April, 2021",https://arxiv.org/pdf/2104.12106
Temp-Frustum Net: 3D Object Detection with Temporal Fusion,CV,"Emeç Erçelik, Ekim Yurtsever, Alois Knoll","25 April, 2021",https://arxiv.org/pdf/2104.12103
Scalable End-to-End RF Classification: A Case Study on Undersized Dataset Regularization by Convolutional-MST,AI,"Khalid Youssef, Greg Schuette, Yubin Cai, Daisong Zhang, Yikun Huang, Yahya Rahmat-Samii, Louis-S. Bouchard","25 April, 2021",https://arxiv.org/pdf/2104.12102
Unsupervised Learning of Multi-level Structures for Anomaly Detection,CV,"Songmin Dai, Jide Li, Lu Wang, Congcong Zhu, Yifan Wu, Xiaoqiang Li","25 April, 2021",https://arxiv.org/pdf/2104.12101
Efficient Binary Decision Diagram Manipulation in External Memory,DS,"Steffan Christ Sølvsten, Jaco van de Pol, Anna Blume Jakobsen, Mathias Weller Berg Thomasen","25 April, 2021",https://arxiv.org/pdf/2104.12100
Multi-Scale Hourglass Hierarchical Fusion Network for Single Image Deraining,CV,"Xiang Chen, Yufeng Huang, Lei Xu","25 April, 2021",https://arxiv.org/pdf/2104.12099
Visual Saliency Transformer,CV,"Nian Liu, Ni Zhang, Kaiyuan Wan, Junwei Han, Ling Shao","25 April, 2021",https://arxiv.org/pdf/2104.12087
Image Inpainting with Edge-guided Learnable Bidirectional Attention Maps,CV,"Dongsheng Wang, Chaohao Xie, Shaohui Liu, Zhenxing Niu, Wangmeng Zuo","25 April, 2021",https://arxiv.org/pdf/2104.12086
FedSup: A Communication-Efficient Federated Learning Fatigue Driving Behaviors Supervision Framework,LG,"Chen Zhao, Zhipeng Gao, Qian Wang, Kaile Xiao, Zijia Mo, M. Jamal Deen","25 April, 2021",https://arxiv.org/pdf/2104.12085
ASPCNet: A Deep Adaptive Spatial Pattern Capsule Network for Hyperspectral Image Classification,CV,"Jinping Wang, Xiaojun Tan, Jianhuang Lai, Jun Li, Canqun Xiang","25 April, 2021",https://arxiv.org/pdf/2104.12081
How Well Self-Supervised Pre-Training Performs with Streaming Data?,LG,"Dapeng Hu, Qizhengqiu Lu, Lanqing Hong, Hailin Hu, Yifan Zhang, Zhenguo Li, Alfred Shen, Jiashi Feng","25 April, 2021",https://arxiv.org/pdf/2104.12080
AdsGNN: Behavior-Graph Augmented Relevance Modeling in Sponsored Search,IR,"Chaozhuo Li, Bochen Pang, Yuming Liu, Hao Sun, Zheng Liu, Xing Xie, Tianqi Yang, Yanling Cui, Liangjie Zhang, Qi Zhang","25 April, 2021",https://arxiv.org/pdf/2104.12077
Hybrid Satellite-UAV-Terrestrial Networks for 6G Ubiquitous Coverage: A Maritime Communications Perspective,IT,"Yanmin Wang, Wei Feng, Jue Wang, Tony Q. S. Quek","25 April, 2021",https://arxiv.org/pdf/2104.12076
Parallel Scale-wise Attention Network for Effective Scene Text Recognition,CV,"Usman Sajid, Michael Chow, Jin Zhang, Taejoon Kim, Guanghui Wang","25 April, 2021",https://arxiv.org/pdf/2104.12069
Making GAN-Generated Images Difficult To Spot: A New Attack Against Synthetic Image Detectors,CV,"Xinwei Zhao, Matthew C. Stamm","25 April, 2021",https://arxiv.org/pdf/2104.12064
RULF: Rust Library Fuzzing via API Dependency Graph Traversal,SE,"Jianfeng Jiang, Hui Xu, Yangfan Zhou","25 April, 2021",https://arxiv.org/pdf/2104.12062
Labeling Multipath via Reconfigurable Intelligent Surface,IT,"Chang-Jen Wangy, Shang-Ling Shihy, Chao-Kai Weny, Shi Jin","25 April, 2021",https://arxiv.org/pdf/2104.12057
A Subquadratic-Time Distributed Algorithm for Exact Maximum Matching,DC,"Naoki Kitamura, Taisuke Izumi","25 April, 2021",https://arxiv.org/pdf/2104.12056
Swimmer Stroke Rate Estimation From Overhead Race Video,CV,"Timothy Woinoski, Ivan V. Bajić","25 April, 2021",https://arxiv.org/pdf/2104.12055
Machine Learning Approaches for Inferring Liver Diseases and Detecting Blood Donors from Medical Diagnosis,LG,"Fahad B. Mostafa, Md Easin Hasan","25 April, 2021",https://arxiv.org/pdf/2104.12053
Deep Probabilistic Graphical Modeling,LG,Adji B. Dieng,"24 April, 2021",https://arxiv.org/pdf/2104.12051
3D-TalkEmo: Learning to Synthesize 3D Emotional Talking Head,CV,"Qianyun Wang, Zhenfeng Fan, Shihong Xia","24 April, 2021",https://arxiv.org/pdf/2104.12050
Attention on Global-Local Embedding Spaces in Recommender Systems,IR,"Munlika Rattaphun, Wen-Chieh Fang, Chih-Yi Chiu","24 April, 2021",https://arxiv.org/pdf/2104.12047
Math Operation Embeddings for Open-ended Solution Analysis and Feedback,LG,"Mengxue Zhang, Zichao Wang, Richard Baraniuk, Andrew Lan","24 April, 2021",https://arxiv.org/pdf/2104.12046
Quantization of Deep Neural Networks for Accurate EdgeComputing,CV,"Wentao Chen, Hailong Qiu, Jian Zhuang, Chutong Zhang, Yu Hu, Qing Lu, Tianchen Wang, Yiyu Shi†, Meiping Huang, Xiaowe Xu","24 April, 2021",https://arxiv.org/pdf/2104.12044
Multi-Cycle-Consistent Adversarial Networks for Edge Denoising of Computed Tomography Images,CV,"Xiaowe Xu, Jiawei Zhang, Jinglan Liu, Yukun Ding, Tianchen Wang, Hailong Qiu, Haiyun Yuan, Jian Zhuang, Wen Xie, Yuhao Dong, Qianjun Jia, Meiping Huang, Yiyu Shi","24 April, 2021",https://arxiv.org/pdf/2104.12043
"The connection between the <span class=""MathJax_Preview"">PQ</span><script type=""math/tex"">PQ</script> penny flip game and the dihedral groups",GT,"Theodore Andronikos, Alla Sirokofskich","24 April, 2021",https://arxiv.org/pdf/2104.12042
A Robustness Analysis of Inverse Optimal Control of Bipedal Walking,RO,"John R. Rebula, Stefan Schaal, James Finley, Ludovic Righetti","24 April, 2021",https://arxiv.org/pdf/2104.12041
Distractor-Aware Fast Tracking via Dynamic Convolutions and MOT Philosophy,CV,"Zikai Zhang, Bineng Zhong, Shengping Zhang, Zhenjun Tang, Xin Liu, Zhaoxiang Zhang","24 April, 2021",https://arxiv.org/pdf/2104.12040
Balancing Accuracy and Latency in Multipath Neural Networks,LG,"Mohammed Amer, Tomás Maul, Iman Yi Liao","24 April, 2021",https://arxiv.org/pdf/2104.12039
ReGiS: Regular Expression Simplification via Rewrite-Guided Synthesis,PL,"Miles Claver, Jordan Schmerge, Jackson Garner, Jake Vossen, Jedidiah McClurg","24 April, 2021",https://arxiv.org/pdf/2104.12037
Precarity: Modeling the Long Term Effects of Compounded Decisions on Individual Instability,AI,"Pegah Nokhiz, Aravinda Kanchana Ruwanpathirana, Neal Patwari, Suresh Venkatasubramanian","24 April, 2021",https://arxiv.org/pdf/2104.12036
A Class of Dimensionality-free Metrics for the Convergence of Empirical Measures,LG,"Jiequn Han, Ruimeng Hu, Jihao Long","27 April, 2021; <span class=""has-text-black-bis has-text-weight-semibold"">v1</span> submitted 24 April, 2021",https://arxiv.org/pdf/2104.12034
Deep Convolutional Neural Network for Non-rigid Image Registration,CV,Eduard F. Durech,"24 April, 2021",https://arxiv.org/pdf/2104.12032
The Design of the User Interfaces for Privacy Enhancements for Android,CR,"Jason I. Hong, Yuvraj Agarwal, Matt Fredrikson, Mike Czapik, Shawn Hanna, Swarup Sahoo, Judy Chun, Won-Woo Chung, Aniruddh Iyer, Ally Liu, Shen Lu, Rituparna Roychoudhury, Qian Wang, Shan Wang, Siqi Wang, Vida Zhang, Jessica Zhao, Yuan Jiang, Haojian Jin, Sam Kim, Evelyn Kuo, Tianshi Li, Jinping Liu, Yile Liu, Robert Zhang","24 April, 2021",https://arxiv.org/pdf/2104.12031
Low-rank Tensor Estimation via Riemannian Gauss-Newton: Statistical Optimality and Second-Order Convergence,LG,"Yuetian Luo, Anru R. Zhang","27 April, 2021; <span class=""has-text-black-bis has-text-weight-semibold"">v1</span> submitted 24 April, 2021",https://arxiv.org/pdf/2104.12030
Robust Connectivity of Graphs on Surfaces,DM,"Peter Bradshaw, Tomáš Masařík, Jana Novotná, Ladislav Stacho","24 April, 2021",https://arxiv.org/pdf/2104.12023
Calibrating LiDAR and Camera using Semantic Mutual information,CV,"Peng Jiang, Philip Osteen, Srikanth Saripalli","24 April, 2021",https://arxiv.org/pdf/2104.12021
Explainable Artificial Intelligence Reveals Novel Insight into Tumor Microenvironment Conditions Linked with Better Prognosis in Patients with Breast Cancer,AI,"Debaditya Chakraborty, Cristina Ivan, Paola Amero, Maliha Khan, Cristian Rodriguez-Aguayo, Hakan Başağaoğlu, Gabriel Lopez-Berestein","24 April, 2021",https://arxiv.org/pdf/2104.12020
Towards Low-burden Responses to Open Questions in VR,HC,"Dmitry Alexandrovsky, Susanne Putze, Alexander Schülke, Rainer Malaka","24 April, 2021",https://arxiv.org/pdf/2104.12018
Parikh's theorem for infinite alphabets,FL,"Piotr Hofman, Marta Juzepczuk, Sławomir Lasota, Mohnish Pattathurajan","24 April, 2021",https://arxiv.org/pdf/2104.12016
Learning Passage Impacts for Inverted Indexes,IR,"Antonio Mallia, Omar Khattab, Nicola Tonellotto, Torsten Suel","24 April, 2021",https://arxiv.org/pdf/2104.12005
Wireless Federated Learning (WFL) for 6G Networks -- Part II: The Compute-then-Transmit NOMA Paradigm,IT,"Pavlos S. Bouzinis, Panagiotis D. Diamantoulakis, George K. Karagiannidis","24 April, 2021",https://arxiv.org/pdf/2104.12001
Predicting the Number of Reported Bugs in a Software Repository,SE,"Hadi Jahanshahi, Mucahit Cevik, Ayşe Başar","24 April, 2021",https://arxiv.org/pdf/2104.12000
A Deep Reinforcement Learning Approach for the Meal Delivery Problem,LG,"Hadi Jahanshahi, Aysun Bozanta, Mucahit Cevik, Eray Mert Kavuk, Ayşe Tosun, Sibel B. Sonuc, Bilgin Kosucu, Ayşe Başar","24 April, 2021",https://arxiv.org/pdf/2104.11993
Normal-Driven Spherical Shape Analogies,GR,"Hsueh-Ti Derek Liu, Alec Jacobson","24 April, 2021",https://arxiv.org/pdf/2104.11992
Decomposition of a Quantum System Into Subsystems in Finite Quantum Mechanics,SC,Vladimir V. Kornyak,"24 April, 2021",https://arxiv.org/pdf/2104.11985
Language ID Prediction from Speech Using Self-Attentive Pooling and 1D-Convolutions,CL,"Roman Bedyakin, Nikolay Mikhaylovskiy","24 April, 2021",https://arxiv.org/pdf/2104.11984
MusCaps: Generating Captions for Music Audio,SD,"Ilaria Manco, Emmanouil Benetos, Elio Quinton, Gyorgy Fazekas","24 April, 2021",https://arxiv.org/pdf/2104.11981
DecentLaM: Decentralized Momentum SGD for Large-batch Deep Training,LG,"Kun Yuan, Yiming Chen, Xinmeng Huang, Yingya Zhang, Pan Pan, Yinghui Xu, Wotao Yin","24 April, 2021",https://arxiv.org/pdf/2104.11980
baller2vec++: A Look-Ahead Multi-Entity Transformer For Modeling Coordinated Agents,LG,"Michael A. Alcorn, Anh Nguyen","24 April, 2021",https://arxiv.org/pdf/2104.11979
UNIFY: Multi-Belief Bayesian Grid Framework based on Automotive Radar,RO,"Stefan Haag, Bharanidhar Duraisamy, Daniel Pfrommer, Wolfgang Koch, Martin Fritzsche, Jurgen Dickmann","24 April, 2021",https://arxiv.org/pdf/2104.11977
On the stability of deep convolutional neural networks under irregular or random deformations,CV,"Fabio Nicola, S. Ivan Trapasso","24 April, 2021",https://arxiv.org/pdf/2104.11970
Measuring Novelty in Autonomous Vehicles Motion Using Local Outlier Factor Algorithm,LG,"Hassan Alsawadi, Muhammad Bilal","24 April, 2021",https://arxiv.org/pdf/2104.11969
Vietnamese Open-domain Complaint Detection in E-Commerce Websites,CL,"Nhung Thi-Hong Nguyen, Phuong Ha-Dieu Phan, Luan Thanh Nguyen, Kiet Van Nguyen, Ngan Luu-Thuy Nguyen","24 April, 2021",https://arxiv.org/pdf/2104.11968
Effective Metagraph-based Life Pattern Clustering with Big Human Mobility Data,CY,"Wenjing Li, Haoran Zhang, Jinyu Chen, Peiran Li, Yuhao Yao, Mariko Shibasaki, Xuan Song, Ryosuke Shibasaki","24 April, 2021",https://arxiv.org/pdf/2104.11962
Adaptive Sampling: Algorithmic vs. Human Waypoint Selection,RO,"Stephanie Kemna, Sara Kangaslahti, Oliver Kroemer, Gaurav S. Sukhatme","24 April, 2021",https://arxiv.org/pdf/2104.11959
MultiCruise: Eco-Lane Selection Strategy with Eco-Cruise Control for Connected and Automated Vehicles,RO,"Shunsuke Aoki, Lung En Jan, Junfeng Zhao, Anand Bhat, Chen-Fang Chang, Ragunathan, Rajkumar","24 April, 2021",https://arxiv.org/pdf/2104.11958
On system rollback and totalised fields,DC,"Mark Burgess, Alva Couch","24 April, 2021",https://arxiv.org/pdf/2104.11955
On Logics and Homomorphism Closure,LO,"Manuel Bodirsky, Thomas Feller, Simon Knäuer, Sebastian Rudolph","29 April, 2021; <span class=""has-text-black-bis has-text-weight-semibold"">v1</span> submitted 24 April, 2021",https://arxiv.org/pdf/2104.11952
Supervised Anomaly Detection via Conditional Generative Adversarial Network and Ensemble Active Learning,LG,"Zhi Chen, Jiang Duan, Li Kang, Guoping Qiu","24 April, 2021",https://arxiv.org/pdf/2104.11951
Improving the filtering of Branch-And-Bound MDD solver (extended),AI,"Xavier Gillard, Vianney Coppé, Pierre Schaus, André Augusto Cire","24 April, 2021",https://arxiv.org/pdf/2104.11949
Automatic Diagnosis of COVID-19 from CT Images using CycleGAN and Transfer Learning,CV,"Navid Ghassemi, Afshin Shoeibi, Marjane Khodatars, Jonathan Heras, Alireza Rahimi, Assef Zare, Ram Bilas Pachori, J. Manuel Gorriz","24 April, 2021",https://arxiv.org/pdf/2104.11946
Aligned Contrastive Predictive Coding,LG,"Jan Chorowski, Grzegorz Ciesielski, Jarosław Dzikowski, Adrian Łańcucki, Ricard Marxer, Mateusz Opala, Piotr Pusz, Paweł Rychlikowski, Michał Stypułkowski","29 April, 2021; <span class=""has-text-black-bis has-text-weight-semibold"">v1</span> submitted 24 April, 2021",https://arxiv.org/pdf/2104.11943
"Is research with qualitative data more prevalent and impactful now? Interviews, case studies, focus groups and ethnographies",DL,"Mike Thelwall, Tamara Nevill","24 April, 2021",https://arxiv.org/pdf/2104.11939
Piggyback GAN: Efficient Lifelong Learning for Image Conditioned Generation,CV,"Mengyao Zhai, Lei Chen, Jiawei He, Megha Nawhal, Frederick Tung, Greg Mori","24 April, 2021",https://arxiv.org/pdf/2104.11935
COMTEST Project: A Complete Modular Test Stand for Human and Humanoid Posture Control and Balance,RO,"Vittorio Lippi, Thomas Mergner, Thomas Seel, Christoph Maurer","24 April, 2021",https://arxiv.org/pdf/2104.11934
"RelTransformer: Balancing the Visual Relationship Detection from Local Context, Scene and Memory",CV,"Jun Chen, Aniket Agarwal, Sherif Abdelkarim, Deyao Zhu, Mohamed Elhoseiny","24 April, 2021",https://arxiv.org/pdf/2104.11931
Adaptive Appearance Rendering,CV,"Mengyao Zhai, Ruizhi Deng, Jiacheng Chen, Lei Chen, Zhiwei Deng, Greg Mori","24 April, 2021",https://arxiv.org/pdf/2104.11928
Extract then Distill: Efficient and Effective Task-Agnostic BERT Distillation,CL,"Cheng Chen, Yichun Yin, Lifeng Shang, Zhi Wang, Xin Jiang, Xiao Chen, Qun Liu","24 April, 2021",https://arxiv.org/pdf/2104.11927
"Anomaly Detection for Solder Joints Using <span class=""MathJax_Preview"">β</span><script type=""math/tex"">β</script>-VAE",CV,"Furkan Ulger, Seniha Esen Yuksel, Atila Yilmaz","24 April, 2021",https://arxiv.org/pdf/2104.11918
Constraint-Guided Reinforcement Learning: Augmenting the Agent-Environment-Interaction,AI,Helge Spieker,"24 April, 2021",https://arxiv.org/pdf/2104.11917
KDF: Kinodynamic Motion Planning via Geometric Sampling-based Algorithms and Funnel Control,RO,"Christos K. Verginis, Dimos V. Dimarogonas, Lydia E. Kavraki","24 April, 2021",https://arxiv.org/pdf/2104.11914
EXplainable Neural-Symbolic Learning (X-NeSyL) methodology to fuse deep learning representations with expert knowledge graphs: the MonuMAI cultural heritage use case,LG,"Natalia Díaz-Rodríguez, Alberto Lamas, Jules Sanchez, Gianni Franchi, Ivan Donadello, Siham Tabik, David Filliat, Policarpo Cruz, Rosana Montes, Francisco Herrera","24 April, 2021",https://arxiv.org/pdf/2104.11907
CFNet: LiDAR-Camera Registration Using Calibration Flow Network,RO,"Xudong Lv, Boya Wang, Ziwen Dou, Dong Ye, Shuo Wang","24 April, 2021",https://arxiv.org/pdf/2104.11906
"A Review on C3I Systems' Security: Vulnerabilities, Attacks, and Countermeasures",CR,"Hussain Ahmad, Isuru Dharmadasa, Faheem Ullah, Ali Babar","24 April, 2021",https://arxiv.org/pdf/2104.11904
Spatial-Spectral Clustering with Anchor Graph for Hyperspectral Image,CV,"Qi Wang, Yanling Miao, Mulin Chen, Xuelong Li","24 April, 2021",https://arxiv.org/pdf/2104.11902
Ask &amp; Explore: Grounded Question Answering for Curiosity-Driven Exploration,LG,"Jivat Neet Kaur, Yiding Jiang, Paul Pu Liang","24 April, 2021",https://arxiv.org/pdf/2104.11897
Modeling Coverage for Non-Autoregressive Neural Machine Translation,CL,"Yong Shan, Yang Feng, Chenze Shao","24 April, 2021",https://arxiv.org/pdf/2104.11896
"M3DeTR: Multi-representation, Multi-scale, Mutual-relation 3D Object Detection with Transformers",CV,"Tianrui Guan, Jun Wang, Shiyi Lan, Rohan Chandra, Zuxuan Wu, Larry Davis, Dinesh Manocha","24 April, 2021",https://arxiv.org/pdf/2104.11895
Achieving Small Test Error in Mildly Overparameterized Neural Networks,LG,"Shiyu Liang, Ruoyu Sun, R. Srikant","24 April, 2021",https://arxiv.org/pdf/2104.11893
LGD-GCN: Local and Global Disentangled Graph Convolutional Networks,LG,"Jingwei Guo, Kaizhu Huang, Xinping Yi, Rui Zhang","24 April, 2021",https://arxiv.org/pdf/2104.11892
A Survey of Modern Deep Learning based Object Detection Models,CV,"Syed Sahil Abbas Zaidi, Mohammad Samar Ansari, Asra Aslam, Nadia Kanwal, Mamoona Asghar, Brian Lee","24 April, 2021",https://arxiv.org/pdf/2104.11890
Automatic Description Construction for Math Expression via Topic Relation Graph,IR,"Ke Yuan, Zuoyu Yan, Yibo Li, Liangcai Gao, Zhi Tang","24 April, 2021",https://arxiv.org/pdf/2104.11889
OPTION: OPTImization Algorithm Benchmarking ONtology,NE,"Ana Kostovska, Diederick Vermetten, Carola Doerr, Sašo Džeroski, Panče Panov, Tome Eftimov","24 April, 2021",https://arxiv.org/pdf/2104.11888
MILIOM: Tightly Coupled Multi-Input Lidar-Inertia Odometry and Mapping,RO,"Thien-Minh Nguyen, Shenghai Yuan, Muqing Cao, Yang Lyu, Thien Hoang Nguyen, Lihua Xie","24 April, 2021",https://arxiv.org/pdf/2104.11884
Prior-free Strategic Multiagent Scheduling with focus on Social Distancing,GT,"Deepesh Kumar Lall, Garima Shakya, Swaprava Nath","24 April, 2021",https://arxiv.org/pdf/2104.11883
Carrying out CNN Channel Pruning in a White Box,CV,"Yuxin Zhang, Mingbao Lin, Chia-Wen Lin, Jie Chen, Feiyue Huang, Yongjian Wu, Yonghong Tian, Rongrong Ji","24 April, 2021",https://arxiv.org/pdf/2104.11882
"Incremental Few-shot Text Classification with Multi-round New Classes: Formulation, Dataset and System",CL,"Congying Xia, Wenpeng Yin, Yihao Feng, Philip Yu","24 April, 2021",https://arxiv.org/pdf/2104.11880
Music Embedding: A Tool for Incorporating Music Theory into Computational Music Applications,SD,"SeyyedPooya HekmatiAthar, Mohd Anwar","24 April, 2021",https://arxiv.org/pdf/2104.11871
Optimal Transmit Beamforming for Integrated Sensing and Communication,IT,"Haocheng Hua, Jie Xu, Tony Xiao Han","23 April, 2021",https://arxiv.org/pdf/2104.11867
Exploring Multi-dimensional Data via Subset Embedding,LG,"Peng Xie, Wenyuan Tao, Jie Li, Wentao Huang, Siming Chen","23 April, 2021",https://arxiv.org/pdf/2104.11866
An Asynchronous Approximate Distributed Alternating Direction Method of Multipliers in Digraphs,DC,"Wei Jiang, Andreas Grammenos, Evangelia Kalyvianaki, Themistoklis Charalambous","23 April, 2021",https://arxiv.org/pdf/2104.11864
Membrane Fusion-Based Transmitter Design for Static and Diffusive Mobile Molecular Communication Systems,IT,"Xinyu Huang, Yuting Fang, Adam Noel, Nan Yang","23 April, 2021",https://arxiv.org/pdf/2104.11863
Regshock: Interactive Visual Analytics of Systemic Risk in Financial Networks,HC,"Zhibin Niu, Junqi Wu, Dawei Cheng, Jiawan Zhang","23 April, 2021",https://arxiv.org/pdf/2104.11861
Class-Incremental Experience Replay for Continual Learning under Concept Drift,LG,"Łukasz Korycki, Bartosz Krawczyk","23 April, 2021",https://arxiv.org/pdf/2104.11854
Oriented Bounding Boxes for Small and Freely Rotated Objects,CV,"Mohsen Zand, Ali Etemad, Michael Greenspan","23 April, 2021",https://arxiv.org/pdf/2104.11849
Do All MobileNets Quantize Poorly? Gaining Insights into the Effect of Quantization on Depthwise Separable Convolutional Networks Through the Eyes of Multi-scale Distributional Dynamics,CV,"Stone Yun, Alexander Wong","23 April, 2021",https://arxiv.org/pdf/2104.11847
Privacy as a Planned Behavior: Effects of Situational Factors on Privacy Perceptions and Plans,SI,"A K M Nuhil Mehdy, Michael D. Ekstrand, Bart P. Knijnenburg, Hoda Mehrpouyan","23 April, 2021",https://arxiv.org/pdf/2104.11846
Joint Detection and Localization of Stealth False Data Injection Attacks in Smart Grids using Graph Neural Networks,LG,"Osman Boyaci, Mohammad Rasoul Narimani, Katherine Davis, Muhammad Ismail, Thomas J Overbye, Erchin Serpedin","23 April, 2021",https://arxiv.org/pdf/2104.11843
One-Round Active Learning,LG,"Tianhao Wang, Si Chen, Ruoxi Jia","23 April, 2021",https://arxiv.org/pdf/2104.11838
On a Utilitarian Approach to Privacy Preserving Text Generation,CL,"Zekun Xu, Abhinav Aggarwal, Oluwaseyi Feyisetan, Nathanael Teissier","23 April, 2021",https://arxiv.org/pdf/2104.11834
High-dimensional near-optimal experiment design for drug discovery via Bayesian sparse sampling,LG,"Hannes Eriksson, Christos Dimitrakakis, Lars Carlsson","23 April, 2021",https://arxiv.org/pdf/2104.11833
Selecting a number of voters for a voting ensemble,LG,Eric Bax,"23 April, 2021",https://arxiv.org/pdf/2104.11832
Playing Lottery Tickets with Vision and Language,CV,"Zhe Gan, Yen-Chun Chen, Linjie Li, Tianlong Chen, Yu Cheng, Shuohang Wang, Jingjing Liu","23 April, 2021",https://arxiv.org/pdf/2104.11831
Drone Launched Short Range Rockets,RO,Mikhail Shubov,"23 April, 2021",https://arxiv.org/pdf/2104.11827
Semi-Autonomous Planning and Visualization in Virtual Reality,RO,"Gregory LeMasurier, Jordan Allspaw, Holly A. Yanco","23 April, 2021",https://arxiv.org/pdf/2104.11826
Implementing Virtual Reality for Teleoperation of a Humanoid Robot,RO,"Jordan Allspaw, Gregory LeMasurier, Holly Yanco","23 April, 2021",https://arxiv.org/pdf/2104.11824
Optimal Dynamic Regret in Exp-Concave Online Learning,LG,"Dheeraj Baby, Yu-Xiang Wang","23 April, 2021",https://arxiv.org/pdf/2104.11812
SnapCheck: Automated Testing for Snap Programs,SE,"Wengran Wang, Chenhao Zhang, Andreas Stahlbauer, Gordon Fraser, Thomas Price","23 April, 2021",https://arxiv.org/pdf/2104.11811
ACK-Less Rate Adaptation for IEEE 802.11bc Enhanced Broadcast Services Using Sim-to-Real Deep Reinforcement Learning,NI,"T. Kanda, Y. Koda, K. Yamamoto, T. Nishio","23 April, 2021",https://arxiv.org/pdf/2104.11809
"Compilation-based Solvers for Multi-Agent Path Finding: a Survey, Discussion, and Future Opportunities",AI,Pavel Surynek,"23 April, 2021",https://arxiv.org/pdf/2104.11808
Minimal Taylor Algebras as a Common Framework for the Three Algebraic Approaches to the CSP,CC,"Libor Barto, Zarathustra Brady, Andrei Bulatov, Marcin Kozik, Dmitriy Zhuk","23 April, 2021",https://arxiv.org/pdf/2104.11806
