Title,Category,Authors,Date,PDF
Joint Beamforming Design for Multiuser MISO Downlink Aided by a Reconfigurable Intelligent Surfaces and a Relay,IT,"Mohanad Obeed, Anas Chaaban","16 April, 2021",https://arxiv.org/pdf/2104.08415
Boosting Memory Access Locality of the Spectral Element Method with Hilbert Space-Filling Curves,MS,"Roger R. F. Araújo, Lutz Gross, Samuel Xavier-de-Souza","16 April, 2021",https://arxiv.org/pdf/2104.08413
Risk score learning for COVID-19 contact tracing apps,LG,"Kevin Murphy, Abhishek Kumar, Stelios Serghiou","16 April, 2021",https://arxiv.org/pdf/2104.08410
Sequential Cross-Document Coreference Resolution,CL,"Emily Allaway, Shuai Wang, Miguel Ballesteros","16 April, 2021",https://arxiv.org/pdf/2104.08409
Identifying the Limits of Cross-Domain Knowledge Transfer for Pretrained Models,CL,"Zhengxuan Wu, Nelson F. Liu, Christopher Potts","16 April, 2021",https://arxiv.org/pdf/2104.08405
Model-Based Deep Autoencoder Networks for Nonlinear Hyperspectral Unmixing,LG,"Haoqing Li, Ricardo Augusto Borsoi, Tales Imbiriba, Pau Closas, José Carlos Moreira Bermudez, Deniz Erdoğmuş","16 April, 2021",https://arxiv.org/pdf/2104.08404
LAMPRET: Layout-Aware Multimodal PreTraining for Document Understanding,CL,"Te-Lin Wu, Cheng Li, Mingyang Zhang, Tao Chen, Spurthi Amba Hombaiah, Michael Bendersky","16 April, 2021",https://arxiv.org/pdf/2104.08403
"Wireless Information and Power Transfer for IoT: Pulse Position Modulation, Integrated Receiver, and Experimental Validation",IT,"Junghoon Kim, Bruno Clerckx","16 April, 2021",https://arxiv.org/pdf/2104.08401
"Accurate 3D Facial Geometry Prediction by Multi-Task, Multi-Modal, and Multi-Representation Landmark Refinement Network",CV,"Cho-Ying Wu, Qiangeng Xu, Ulrich Neumann","16 April, 2021",https://arxiv.org/pdf/2104.08400
Enriching a Model's Notion of Belief using a Persistent Memory,CL,"Nora Kassner, Oyvind Tafjord, Hinrich Schutze, Peter Clark","16 April, 2021",https://arxiv.org/pdf/2104.08398
Structure-Aware Abstractive Conversation Summarization via Discourse and Action Graphs,CL,"Jiaao Chen, Diyi Yang","16 April, 2021",https://arxiv.org/pdf/2104.08396
Re-TACRED: Addressing Shortcomings of the TACRED Dataset,CL,"George Stoica, Emmanouil Antonios Platanios, Barnabás Póczos","16 April, 2021",https://arxiv.org/pdf/2104.08392
Yelp Dataset Analysis using Scalable Big Data,DC,"Mohsen Alam, Benjamin Cevallos, Oscar Flores, Randall Lunetto, Kotaro Yayoshi, Jongwook Woo","16 April, 2021",https://arxiv.org/pdf/2104.08391
Unsupervised Extractive Summarization by Human Memory Simulation,CL,"Ronald Cardenas, Matthias Galle, Shay B. Cohen","16 April, 2021",https://arxiv.org/pdf/2104.08390
Learning To Count Everything,CV,"Viresh Ranjan, Udbhav Sharma, Thu Nguyen, Minh Hoai","16 April, 2021",https://arxiv.org/pdf/2104.08389
Arithmetic Distribution Neural Network for Background Subtraction,CV,"Chenqiu Zhao, Kangkang Hu, Anup Basu","16 April, 2021",https://arxiv.org/pdf/2104.08388
Rankings in directed configuration models with heavy tailed in-degrees,DM,"Xing Shi Cai, Pietro Caputo, Guillem Perarnau, Matteo Quattropani","16 April, 2021",https://arxiv.org/pdf/2104.08384
Neural String Edit Distance,CL,"Jindřich Libovický, Alexander Fraser","16 April, 2021",https://arxiv.org/pdf/2104.08383
"""Wikily"" Neural Machine Translation Tailored to Cross-Lingual Tasks",CL,"Mohammad Sadegh Rasooli, Chris Callison-Burch, Derry Tanti Wijaya","16 April, 2021",https://arxiv.org/pdf/2104.08382
Optimal Pose and Shape Estimation for Category-level 3D Object Perception,CV,"Jingnan Shi, Heng Yang, Luca Carlone","16 April, 2021",https://arxiv.org/pdf/2104.08381
Lower Bounds on Cross-Entropy Loss in the Presence of Test-time Adversaries,LG,"Arjun Nitin Bhagoji, Daniel Cullina, Vikash Sehwag, Prateek Mittal","16 April, 2021",https://arxiv.org/pdf/2104.08378
Robust Object Detection via Instance-Level Temporal Cycle Confusion,CV,"Xin Wang, Thomas E. Huang, Benlin Liu, Fisher Yu, Xiaolong Wang, Joseph E. Gonzalez, Trevor Darrell","16 April, 2021",https://arxiv.org/pdf/2104.08376
Accelerating Sparse Deep Neural Networks,LG,"Asit Mishra, Jorge Albericio Latorre, Jeff Pool, Darko Stosic, Dusan Stosic, Ganesh Venkatesh, Chong Yu, Paulius Micikevicius","16 April, 2021",https://arxiv.org/pdf/2104.08373
Concadia: Tackling image accessibility with context,CL,"Elisa Kreiss, Noah D. Goodman, Christopher Potts","16 April, 2021",https://arxiv.org/pdf/2104.08368
Multimodal Deception Detection in Videos via Analyzing Emotional State-based Feature,CV,"Jun-Teng Yang, Guei-Ming Liu, Scott C. -H Huang","16 April, 2021",https://arxiv.org/pdf/2104.08366
Drowned out by the noise: Evidence for Tracking-free Motion Prediction,CV,"Ameni Trabelsi, Ross J. Beveridge, Nathaniel Blanchard","16 April, 2021",https://arxiv.org/pdf/2104.08364
A Gradual Type System for Elixir,PL,"Mauricio Cassola, Agustín Talagorria, Alberto Pardo, Marcos Viera","16 April, 2021",https://arxiv.org/pdf/2104.08363
Sync-Switch: Hybrid Parameter Synchronization for Distributed Deep Learning,DC,"Shijian Li, Oren Mangoubi, Lijie Xu, Tian Guo","19 April, 2021; <span class=""has-text-black-bis has-text-weight-semibold"">v1</span> submitted 16 April, 2021",https://arxiv.org/pdf/2104.08359
StylePeople: A Generative Model of Fullbody Human Avatars,CV,"Artur Grigorev, Karim Iskakov, Anastasia Ianina, Renat Bashirov, Ilya Zakharkin, Alexander Vakhitov, Victor Lempitsky","16 April, 2021",https://arxiv.org/pdf/2104.08355
In Defense of the Paper,LG,Owen Lockwood,"16 April, 2021",https://arxiv.org/pdf/2104.08353
Hercule: Representing and Reasoning about Norms as a Foundation for Declarative Contracts over Blockchain,MA,"Samuel H. Christie V, Amit K. Chopra, Munindar P. Singh","16 April, 2021",https://arxiv.org/pdf/2104.08350
I Only Have Eyes for You: The Impact of Masks On Convolutional-Based Facial Expression Recognition,CV,"Pablo Barros, Alessandra Sciutti","16 April, 2021",https://arxiv.org/pdf/2104.08340
ESTER: A Machine Reading Comprehension Dataset for Event Semantic Relation Reasoning,CL,"Rujun Han, I-Hung Hsu, Jiao Sun, Julia Baylon, Qiang Ning, Dan Roth, Nanyun Pen","16 April, 2021",https://arxiv.org/pdf/2104.08337
An Analysis of a BERT Deep Learning Strategy on a Technology Assisted Review Task,IR,Alexandros Ioannidis,"16 April, 2021",https://arxiv.org/pdf/2104.08336
Identification of mental fatigue in language comprehension tasks based on EEG and deep learning,AI,"Chunhua Ye, Zhong Yin, Chenxi Wu, Xiayidai Abulaiti, Yixing Zhang, Zhenqi Sun, Jianhua Zhang","14 April, 2021",https://arxiv.org/pdf/2104.08335
Automated Seizure Detection and Seizure Type Classification From Electroencephalography With a Graph Neural Network and Self-Supervised Pre-Training,AI,"Siyi Tang, Jared A. Dunnmon, Khaled Saab, Xuan Zhang, Qianying Huang, Florian Dubost, Daniel L. Rubin, Christopher Lee-Messer","16 April, 2021",https://arxiv.org/pdf/2104.08333
Demystifying BERT: Implications for Accelerator Design,AR,"Suchita Pati, Shaizeen Aga, Nuwan Jayasena, Matthew D. Sinclair","13 April, 2021",https://arxiv.org/pdf/2104.08331
A survey on Dependable Digital Systems using FPGAs: Current Methods and Challenges,AR,"Farah Natiq Kassab bashi, Shawkat S Khairullah","5 April, 2021",https://arxiv.org/pdf/2104.08330
Automatic Guided Vehicles System and Its Coordination Control for Containers Terminal Logistics Application,RO,"Roni Permana Saputra, Estiko Rijanto","7 March, 2021",https://arxiv.org/pdf/2104.08329
Experimental review of distance sensors for indoor mapping,RO,"Midriem Mirdanies, Roni Permana Saputra","7 March, 2021",https://arxiv.org/pdf/2104.08328
Controller Synthesis for Multi-Agent Systems with Intermittent Communication and Metric Temporal Logic Specifications,RO,"Zhe Xu, Federico M. Zegers, Bo Wu, Alexander J. Phillips, Warren Dixon, Ufuk Topcu","5 February, 2021",https://arxiv.org/pdf/2104.08324
CTU Depth Decision Algorithms for HEVC: A Survey,MM,"Ekrem Çetinkaya, Hadi Amirpour, Mohammad Ghanbari, Christian Timmerer","16 April, 2021",https://arxiv.org/pdf/2104.08323
"On the Robustness to Misspecification of <span class=""MathJax_Preview"">α</span><script type=""math/tex"">α</script>-Posteriors and Their Variational Approximations",LG,"Marco Avella Medina, José Luis Montiel Olea, Cynthia Rush, Amilcar Velez","16 April, 2021",https://arxiv.org/pdf/2104.08322
Random and Adversarial Bit Error Robustness: Energy-Efficient and Secure DNN Accelerators,LG,"David Stutz, Nandhini Chandramoorthy, Matthias Hein, Bernt Schiele","16 April, 2021",https://arxiv.org/pdf/2104.08320
libEnsemble: A Library to Coordinate the Concurrent Evaluation of Dynamic Ensembles of Calculations,DC,"Stephen Hudson, Jeffrey Larson, John-Luke Navarro, Stefan M. Wild","16 April, 2021",https://arxiv.org/pdf/2104.08319
Bayesian Active Learning with Pretrained Language Models,CL,"Katerina Margatina, Loic Barrault, Nikolaos Aletras","16 April, 2021",https://arxiv.org/pdf/2104.08318
Multitask Learning for VVC Quality Enhancement and Super-Resolution,CV,"Charles Bonnineau, Wassim Hamidouche, Jean-Francois Travers, Naty Sidaty, Olivier Deforges","20 April, 2021; <span class=""has-text-black-bis has-text-weight-semibold"">v1</span> submitted 16 April, 2021",https://arxiv.org/pdf/2104.08315
"Li<span class=""MathJax_Preview"">_x</span><script type=""math/tex"">_x</script>CoO<span class=""MathJax_Preview"">_2</span><script type=""math/tex"">_2</script> phase stability studied by machine learning-enabled scale bridging between electronic structure, statistical mechanics and phase field theories",LG,"Gregory H. Teichert, Sambit Das, Muratahan Aykol, Chirranjeevi Gopal, Vikram Gavini, Krishna Garikipati","22 April, 2021; <span class=""has-text-black-bis has-text-weight-semibold"">v1</span> submitted 16 April, 2021",https://arxiv.org/pdf/2104.08314
Surface Form Competition: Why the Highest Probability Answer Isn't Always Right,CL,"Ari Holtzman, Peter West, Vered Schwartz, Yejin Choi, Luke Zettlemoyer","16 April, 2021",https://arxiv.org/pdf/2104.08313
High Performance Convolution Using Sparsity and Patterns for Inference in Deep Convolutional Neural Networks,CV,"Hossam Amer, Ahmed H. Salamah, Ahmad Sajedi, En-hui Yang","16 April, 2021",https://arxiv.org/pdf/2104.08312
Does language help generalization in vision models?,AI,"Benjamin Devillers, Romain Bielawski, Bhavin Choski, Rufin VanRullen","16 April, 2021",https://arxiv.org/pdf/2104.08310
Data Shapley Valuation for Efficient Batch Active Learning,LG,"Amirata Ghorbani, James Zou, Andre Esteva","16 April, 2021",https://arxiv.org/pdf/2104.08308
Learning to Boost the Efficiency of Modern Code Review,SE,Robert Heumüller,"16 April, 2021",https://arxiv.org/pdf/2104.08305
Neural Transfer Learning for Repairing Security Vulnerabilities in C Code,SE,"Zimin Chen, Steve Kommrusch, Martin Monperrus","16 April, 2021",https://arxiv.org/pdf/2104.08303
Membership Inference Attack Susceptibility of Clinical Language Models,CL,"Abhyuday Jagannatha, Bhanu Pratap Singh Rawat, Hong Yu","16 April, 2021",https://arxiv.org/pdf/2104.08301
Capturing Row and Column Semantics in Transformer Based Question Answering over Tables,AI,"Michael Glass, Mustafa Canim, Alfio Gliozzo, Saneem Chemmengath, Vishwajeet Kumar, Rishav Chakravarti, Avi Sil, Feifei Pan, Samarth Bharadwaj, Nicolas Rodolfo Fauceglia","26 April, 2021; <span class=""has-text-black-bis has-text-weight-semibold"">v1</span> submitted 16 April, 2021",https://arxiv.org/pdf/2104.08296
Text2App: A Framework for Creating Android Apps from Text Descriptions,CL,"Masum Hasan, Kazi Sajeed Mehrab, Wasi Uddin Ahmad, Rifat Shahriyar","16 April, 2021",https://arxiv.org/pdf/2104.08291
Learning to Reason for Text Generation from Scientific Tables,CL,"Nafise Sadat Moosavi, Andreas Rücklé, Dan Roth, Iryna Gurevych","16 April, 2021",https://arxiv.org/pdf/2104.08281
Better Latent Spaces for Better Autoencoders,LG,"Barry M. Dillon, Tilman Plehn, Christof Sauer, Peter Sorrenson","16 April, 2021",https://arxiv.org/pdf/2104.08278
Controlled abstention neural networks for identifying skillful predictions for classification problems,LG,"Elizabeth A. Barnes, Randal J. Barnes","16 April, 2021",https://arxiv.org/pdf/2104.08277
Fusing the Old with the New: Learning Relative Camera Pose with Geometry-Guided Uncertainty,CV,"Bingbing Zhuang, Manmohan Chandraker","16 April, 2021",https://arxiv.org/pdf/2104.08274
Divide-and-Conquer for Lane-Aware Diverse Trajectory Prediction,CV,"Sriram Narayanan, Ramin Moslemi, Francesco Pittaluga, Buyu Liu, Manmohan Chandraker","16 April, 2021",https://arxiv.org/pdf/2104.08273
Learning Evolved Combinatorial Symbols with a Neuro-symbolic Generative Model,CL,"Matthias Hofer, Tuan Anh Le, Roger Levy, Josh Tenenbaum","16 April, 2021",https://arxiv.org/pdf/2104.08271
Membership Inference Attacks on Knowledge Graphs,AI,"Yu Wang, Lichao Sun","16 April, 2021",https://arxiv.org/pdf/2104.08268
TEACHTEXT: CrossModal Generalized Distillation for Text-Video Retrieval,CV,"Ioana Croitoru, Simion-Vlad Bogolin, Yang Liu, Samuel Albanie, Marius Leordeanu, Hailin Jin, Andrew Zisserman","16 April, 2021",https://arxiv.org/pdf/2104.08265
Data Augmentation for Voice-Assistant NLU using BERT-based Interchangeable Rephrase,CL,"Akhila Yerukola, Mason Bretan, Hongxia Jin","16 April, 2021",https://arxiv.org/pdf/2104.08261
Evaluation of Portable Acceleration Solutions for LArTPC Simulation Using Wire-Cell Toolkit,DC,"Haiwang Yu, Zhihua Dong, Kyle Knoepfel, Meifeng Lin, Brett Viren, Kwangmin Yu","16 April, 2021",https://arxiv.org/pdf/2104.08260
Adaptive Robust Model Predictive Control with Matched and Unmatched Uncertainty,LG,"Rohan Sinha, James Harrison, Spencer M. Richards, Marco Pavone","16 April, 2021",https://arxiv.org/pdf/2104.08259
Coupling of complex function theory and finite element method for crack propagation through energetic formulation: conformal mapping approach and reduction to a Riemann-Hilbert problem,CE,"Dmitrii Legatiuk, Daniel Weisz-Patrault","16 April, 2021",https://arxiv.org/pdf/2104.08258
Context-Adaptive Document-Level Neural Machine Translation,CL,Linlin Zhang,"16 April, 2021",https://arxiv.org/pdf/2104.08253
Modeling Fuzzy Cluster Transitions for Topic Tracing,CL,"Xiaonan Jing, Yi Zhang, Qingyuan Hu, Julia Taylor Rayz","16 April, 2021",https://arxiv.org/pdf/2104.08252
Is Your Language Model Ready for Dense Representation Fine-tuning?,CL,"Luyu Gao, Jamie Callan","16 April, 2021",https://arxiv.org/pdf/2104.08251
ALF -- A Fitness-Based Artificial Life Form for Evolving Large-Scale Neural Networks,NE,"Rune Krauss, Marcel Merten, Mirco Bockholt, Rolf Drechsler","16 April, 2021",https://arxiv.org/pdf/2104.08247
proScript: Partially Ordered Scripts Generation via Pre-trained Language Models,CL,"Keisuke Sakaguchi, Chandra Bhagavatula, Ronan Le Bras, Niket Tandon, Peter Clark, Yejin Choi","16 April, 2021",https://arxiv.org/pdf/2104.08245
What to Pre-Train on? Efficient Intermediate Task Selection,CL,"Clifton Poth, Jonas Pfeiffer, Andreas Rücklé, Iryna Gurevych","16 April, 2021",https://arxiv.org/pdf/2104.08244
Enabling Electronic Structure-Based Ab-Initio Molecular Dynamics Simulations with Hundreds of Millions of Atoms,DC,"Robert Schade, Tobias Kenter, Hossam Elgabarty, Michael Lass, Ole Schütt, Alfio Lazzaro, Hans Pabst, Stephan Mohr, Jürg Hutter, Thomas D. Kühne, Christian Plessl","23 April, 2021; <span class=""has-text-black-bis has-text-weight-semibold"">v1</span> submitted 16 April, 2021",https://arxiv.org/pdf/2104.08241
"Open data for Moroccan license plates for OCR applications : data collection, labeling, and model construction",CV,"Abdelkrim Alahyane, Mohamed El Fakir, Saad Benjelloun, Ikram Chairi","16 April, 2021",https://arxiv.org/pdf/2104.08239
Spatial-Temporal Correlation and Topology Learning for Person Re-Identification in Videos,CV,"Jiawei Liu, Zheng-Jun Zha, Wei Wu, Kecheng Zheng, Qibin Sun","15 April, 2021",https://arxiv.org/pdf/2104.08237
An exploration of asocial and social learning in the evolution of variable-length structures,NE,"Michael O'Neill, Anthony Brabazon","16 April, 2021",https://arxiv.org/pdf/2104.08236
Predicting the Binding of SARS-CoV-2 Peptides to the Major Histocompatibility Complex with Recurrent Neural Networks,LG,"Johanna Vielhaben, Markus Wenzel, Eva Weicken, Nils Strodthoff","16 April, 2021",https://arxiv.org/pdf/2104.08231
Controlled abstention neural networks for identifying skillful predictions for regression problems,LG,"Elizabeth A. Barnes, Randal J. Barnes","16 April, 2021",https://arxiv.org/pdf/2104.08230
An Adversarially-Learned Turing Test for Dialog Generation Models,CL,"Xiang Gao, Yizhe Zhang, Michel Galley, Bill Dolan","16 April, 2021",https://arxiv.org/pdf/2104.08225
Point-Based Modeling of Human Clothing,CV,"Ilya Zakharkin, Kirill Mazur, Artur Grigorev, Victor Lempitsky","22 April, 2021; <span class=""has-text-black-bis has-text-weight-semibold"">v1</span> submitted 16 April, 2021",https://arxiv.org/pdf/2104.08223
Distantly Supervised Relation Extraction with Sentence Reconstruction and Knowledge Base Priors,CL,"Fenia Christopoulou, Makoto Miwa, Sophia Ananiadou","16 April, 2021",https://arxiv.org/pdf/2104.08219
MeshTalk: 3D Face Animation from Speech using Cross-Modality Disentanglement,CV,"Alexander Richard, Michael Zollhoefer, Yandong Wen, Fernando de la Torre, Yaser Sheikh","16 April, 2021",https://arxiv.org/pdf/2104.08215
Variable Instance-Level Explainability for Text Classification,CL,"George Chrysostomou, Nikolaos Aletras","16 April, 2021",https://arxiv.org/pdf/2104.08212
"""BNN - BN = ?"": Training Binary Neural Networks without Batch Normalization",LG,"Tianlong Chen, Zhenyu Zhang, Xu Ouyang, Zechun Liu, Zhiqiang Shen, Zhangyang Wang","16 April, 2021",https://arxiv.org/pdf/2104.08211
MT-Opt: Continuous Multi-Task Robotic Reinforcement Learning at Scale,RO,"Dmitry Kalashnikov, Jacob Varley, Yevgen Chebotar, Benjamin Swanson, Rico Jonschkowski, Chelsea Finn, Sergey Levine, Karol Hausman","27 April, 2021; <span class=""has-text-black-bis has-text-weight-semibold"">v1</span> submitted 16 April, 2021",https://arxiv.org/pdf/2104.08205
Robust Open-Vocabulary Translation from Visual Text Representations,CL,"Elizabeth Salesky, David Etter, Matt Post","16 April, 2021",https://arxiv.org/pdf/2104.08203
"Thinking Through and Writing About Research Ethics Beyond ""Broader Impact""",CY,"Kate Sim, Andrew Brown, Amelia Hassoun","16 April, 2021",https://arxiv.org/pdf/2104.08202
Why Machine Learning Integrated Patient Flow Simulation?,LG,"Tesfamariam M. Abuhay, Adane Mamuye, Stewart Robinson, Sergey V. Kovalchuk","16 April, 2021",https://arxiv.org/pdf/2104.08201
"<span class=""MathJax_Preview"">Q^{2}</span><script type=""math/tex"">Q^{2}</script>: Evaluating Factual Consistency in Knowledge-Grounded Dialogues via Question Generation and Question Answering",CL,"Or Honovich, Leshem Choshen, Roee Aharoni, Ella Neeman, Idan Szpektor, Omri Abend","16 April, 2021",https://arxiv.org/pdf/2104.08200
Semantic Image Matting,CV,"Yanan Sun, Chi-Keung Tang, Yu-Wing Tai","16 April, 2021",https://arxiv.org/pdf/2104.08197
IndoNLG: Benchmark and Resources for Evaluating Indonesian Natural Language Generation,CL,"Samuel Cahyawijaya, Genta Indra Winata, Bryan Wilie, Karissa Vincentio, Xiaohong Li, Adhiguna Kuncoro, Sebastian Ruder, Zhi Yuan Lim, Syafri Bahar, Masayu Leylia Khodra, Ayu Purwarianti, Pascale Fung","16 April, 2021",https://arxiv.org/pdf/2104.08196
Probing artificial neural networks: insights from neuroscience,LG,"Anna A. Ivanova, John Hewitt, Noga Zaslavsky","16 April, 2021",https://arxiv.org/pdf/2104.08194
Towards Standardizing Reinforcement Learning Approaches for Stochastic Production Scheduling,LG,"Alexandru Rinciog, Anne Meyer","16 April, 2021",https://arxiv.org/pdf/2104.08191
Spatiotemporal Deformable Models for Long-Term Complex Activity Detection,CV,"Salman Khan, Fabio Cuzzolin","16 April, 2021",https://arxiv.org/pdf/2104.08190
Bayesian matrix completion with a spectral scaled Student prior: theoretical guarantee and efficient sampling,LG,The Tien Mai,"16 April, 2021",https://arxiv.org/pdf/2104.08189
Autoencoder-Based Unequal Error Protection Codes,IT,"Vukan Ninkovic, Dejan Vukobratovic, Christian Häger, Henk Wymeersch, Alexandre Graell i Amat","16 April, 2021",https://arxiv.org/pdf/2104.08188
TalkNet 2: Non-Autoregressive Depth-Wise Separable Convolutional Model for Speech Synthesis with Explicit Pitch and Duration Prediction,AI,"Stanislav Beliaev, Boris Ginsburg","19 April, 2021; <span class=""has-text-black-bis has-text-weight-semibold"">v1</span> submitted 16 April, 2021",https://arxiv.org/pdf/2104.08184
I Find Your Lack of Uncertainty in Computer Vision Disturbing,CV,Matias Valdenegro-Toro,"16 April, 2021",https://arxiv.org/pdf/2104.08183
CSAFL: A Clustered Semi-Asynchronous Federated Learning Framework,LG,"Yu Zhang, Moming Duan, Duo Liu, Li Li, Ao Ren, Xianzhang Chen, Yujuan Tan, Chengliang Wang","16 April, 2021",https://arxiv.org/pdf/2104.08178
Shadow-Mapping for Unsupervised Neural Causal Discovery,CV,"Matthew J. Vowels, Necati Cihan Camgoz, Richard Bowden","28 April, 2021; <span class=""has-text-black-bis has-text-weight-semibold"">v1</span> submitted 16 April, 2021",https://arxiv.org/pdf/2104.08173
"Design of an Efficient, Ease-of-use and Affordable Artificial Intelligence based Nucleic Acid Amplification Diagnosis Technology for Tuberculosis and Multi-drug Resistant Tuberculosis",LG,"Arastu Sharma, Rakesh Jain","14 April, 2021",https://arxiv.org/pdf/2104.08171
Word2rate: training and evaluating multiple word embeddings as statistical transitions,CL,"Gary Phua, Shaowei Lin, Dario Poletti","16 April, 2021",https://arxiv.org/pdf/2104.08167
Safe Exploration in Model-based Reinforcement Learning using Control Barrier Functions,LG,"Max H. Cohen, Calin Belta","16 April, 2021",https://arxiv.org/pdf/2104.08166
Improving Hyper-Relational Knowledge Graph Completion,LG,"Donghan Yu, Yiming Yang","16 April, 2021",https://arxiv.org/pdf/2104.08164
Overfitting in Bayesian Optimization: an empirical study and early-stopping solution,LG,"Anastasia Makarova, Huibin Shen, Valerio Perrone, Aaron Klein, Jean Baptiste Faddoul, Andreas Krause, Matthias Seeger, Cedric Archambeau","16 April, 2021",https://arxiv.org/pdf/2104.08163
Editing Factual Knowledge in Language Models,CL,"Nicola De Cao, Wilker Aziz, Ivan Titov","16 April, 2021",https://arxiv.org/pdf/2104.08161
Finding Motifs in Knowledge Graphs using Compression,DS,Peter Bloem,"16 April, 2021",https://arxiv.org/pdf/2104.08160
"Back to Square One: Bias Detection, Training and Commonsense Disentanglement in the Winograd Schema",CL,"Yanai Elazar, Hongming Zhang, Yoav Goldberg, Dan Roth","16 April, 2021",https://arxiv.org/pdf/2104.08158
Locally Aware Piecewise Transformation Fields for 3D Human Mesh Registration,CV,"Shaofei Wang, Andreas Geiger, Siyu Tang","16 April, 2021",https://arxiv.org/pdf/2104.08157
"Governance for Security, Risks, Competition and Cooperation: Mapping the knowledge",DL,"Julian D. Cortes, Diego Garcia, Edgar Rodriguez, Diana Pineda","13 April, 2021",https://arxiv.org/pdf/2104.08156
Capturing patterns of variation unique to a specific dataset,LG,"Robin Tu, Alexander H. Foss, Sihai D. Zhao","16 April, 2021",https://arxiv.org/pdf/2104.08154
Fast ABC with joint generative modelling and subset simulation,AI,"Eliane Maalouf, David Ginsbourger, Niklas Linde","16 April, 2021",https://arxiv.org/pdf/2104.08153
Serial or Parallel? Plug-able Adapter for multilingual machine translation,CL,"Yaoming Zhu, Jiangtao Feng, Chengqi Zhao, Mingxuan Wang, Lei Li","16 April, 2021",https://arxiv.org/pdf/2104.08147
A Study of Graph-Based Approaches for Semi-Supervised Time Series Classification,LG,"Dominik Alfke, Miriam Gondos, Lucile Peroche, Martin Stoll","16 April, 2021",https://arxiv.org/pdf/2104.08145
Uncertainty Surrogates for Deep Learning,LG,"Radhakrishna Achanta, Natasa Tagasovska","16 April, 2021",https://arxiv.org/pdf/2104.08142
KI-BERT: Infusing Knowledge Context for Better Language and Domain Understanding,CL,"Keyur Faldu, Amit Sheth, Prashant Kikani, Hemang Akabari","9 April, 2021",https://arxiv.org/pdf/2104.08139
Natural Language Inference with a Human Touch: Using Human Explanations to Guide Model Attention,CL,"Joe Stacey, Yonatan Belinkov, Marek Rei","16 April, 2021",https://arxiv.org/pdf/2104.08137
Towards Variable-Length Textual Adversarial Attacks,CL,"Junliang Guo, Zhirui Zhang, Linlin Zhang, Linli Xu, Boxing Chen, Enhong Chen, Weihua Luo","16 April, 2021",https://arxiv.org/pdf/2104.08136
Hierarchical Human-Motion Prediction and Logic-Geometric Programming for Minimal Interference Human-Robot Tasks,RO,"An T. Le, Philipp Kratzer, Simon Hagenmayer, Marc Toussaint, Jim Mainprice","16 April, 2021",https://arxiv.org/pdf/2104.08135
Approximating the Earth Mover's Distance between sets of geometric objects,CG,"Marc van Kreveld, Frank Staals, Amir Vaxman, Jordi Vermeulen","16 April, 2021",https://arxiv.org/pdf/2104.08134
Sharp bounds for the number of regions of maxout networks and vertices of Minkowski sums,LG,"Guido Montúfar, Yue Ren, Leon Zhang","16 April, 2021",https://arxiv.org/pdf/2104.08132
Integrating Domain Knowledge in Data-driven Earth Observation with Process Convolutions,LG,"Daniel Heestermans Svendsen, Maria Piles, Jordi Muñoz-Marí, David Luengo, Luca Martino, Gustau Camps-Valls","16 April, 2021",https://arxiv.org/pdf/2104.08131
A simple and robust Abaqus implementation of the phase field fracture method,CE,"Yousef Navidtehrani, Covadonga Betegón, Emilio Martínez-Pañeda","16 April, 2021",https://arxiv.org/pdf/2104.08130
Automatic quality control of brain T1-weighted magnetic resonance images for a clinical data warehouse,CV,"Simona Bottani, Ninon Burgos, Aurélien Maire, Adam Wild, Sebastian Ströer, Didier Dormont, Olivier Colliot","16 April, 2021",https://arxiv.org/pdf/2104.08126
"<span class=""MathJax_Preview"">\{log\}</span><script type=""math/tex"">\{log\}</script>: Set Formulas as Programs",LO,"Maximiliano Cristiá, Gianfranco Rossi","16 April, 2021",https://arxiv.org/pdf/2104.08123
Exploiting Global and Local Attentions for Heavy Rain Removal on Single Images,CV,"Dac Tung Vu, Juan Luis Gonzalez, Munchurl Kim","16 April, 2021",https://arxiv.org/pdf/2104.08122
A context-aware pedestrian trajectory prediction framework for automated vehicles,HC,"Arash Kalatian, Bilal Farooq","19 April, 2021; <span class=""has-text-black-bis has-text-weight-semibold"">v1</span> submitted 16 April, 2021",https://arxiv.org/pdf/2104.08120
On the Effectiveness of Various Machine Learning Algorithms for THz Channel Estimation,NI,"Mounir Bensalem, Admela Jukan","16 April, 2021",https://arxiv.org/pdf/2104.08116
Orthogonal Features Based EEG Signals Denoising Using Fractional and Compressed One-Dimensional CNN AutoEncoder,LG,"Subham Nagar, Ahlad Kumar","16 April, 2021",https://arxiv.org/pdf/2104.08112
Temporal Adaptation of BERT and Performance on Downstream Document Classification: Insights from Social Media,CL,"Paul Röttger, Janet B. Pierrehumbert","16 April, 2021",https://arxiv.org/pdf/2104.08111
Grassmann Iterative Linear Discriminant Analysis with Proxy Matrix Optimization,CV,"Navya Nagananda, Breton Minnehan, Andreas Savakis","16 April, 2021",https://arxiv.org/pdf/2104.08110
NeuroRAN: Rethinking Virtualization for AI-native Radio Access Networks in 6G,NI,"Paris Carbone, Gyoergy Dan, James Gross, Bo Goeransson, Marina Petrova","16 April, 2021",https://arxiv.org/pdf/2104.08109
